ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
123,-80.72998314,28.7027148,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 527",2,Rock,0,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.72998314 28.7027148)
124,-80.73080415,28.70557202,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 527",2,Rock,0,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.73080415 28.70557202)
125,-80.7347599,28.70499224,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,"Rock, Vegetation",111,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.7347599 28.70499224)
126,-80.73603119,28.70320053,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.73603119 28.70320053)
127,-80.73774252,28.70252394,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,Rock,0,3,Water,0,0,,,,3,0.3,No,No,POINT (-80.73774252 28.70252394)
128,-80.73828894,28.70230869,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.73828894 28.70230869)
129,-80.7412568,28.7026438,Merritt Island,Transition,No Structure,,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,Vegetation,111,3,Water,0,0,,,,3,0.3,No,No,POINT (-80.7412568 28.7026438)
130,-80.73940759,28.70502678,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,"Vegetation, Sand",528,2,Sand,0,3,Water,0,0,,,,3,0.3,No,No,POINT (-80.73940759 28.70502678)
131,-80.73834669,28.70615548,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,"Rock, Vegetation",111,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.73834669 28.70615548)
132,-80.74162234,28.70569423,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,"Rock, Vegetation",111,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.74162234 28.70569423)
133,-80.74444897,28.70442638,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,Rock,0,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.74444897 28.70442638)
134,-80.74772579,28.70388206,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand","528, 123",2,Rock,0,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.74772579 28.70388206)
135,-80.75106799,28.70408474,Merritt Island,Transition,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"528, 123, 505, 516",2,Vegetation,111,3,Water,0,0,,,,5,0.3,No,No,POINT (-80.75106799 28.70408474)
136,-80.75342515,28.70466133,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,1,Public,"Vegetation, Sand","528, 123",2,"Rock, Vegetation",111,2,Water,0,0,,,,2,0.3,No,No,POINT (-80.75342515 28.70466133)
137,-80.78706,28.62769,Merritt Island,Transect,No Structure,,Mosquito Impoundment,3,Public,"Vegetation, Sand","531, 107",7,Sand,0,8,Water,0,0,,,,8,0.085,No,No,POINT (-80.78706 28.62769)
138,-80.78651,28.62739,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,3,Public,"Vegetation, Rock","123, 107, 108, 111, 233",3,Sand,0,6,Water,0,0,,,,9,0.098,No,No,POINT (-80.78651 28.62739)
139,-80.78577,28.62506,Merritt Island,Transect,Hard Slope,"Coquina, Rubble",Mosquito Impoundment,1,Public,"Sand, Rock",,6,Water,0,0,,0,0,,,,6,0.153,No,No,POINT (-80.78577 28.62506)
140,-80.78503,28.62451,Merritt Island,Outfall,Hard Slope,"Coquina, Rubble",Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78503 28.62451)
141,-80.78478,28.62371,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78478 28.62371)
142,-80.78414,28.62214,Merritt Island,Transition,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"111, 107",2,Water,0,0,,0,0,,,,2,0.01,No,No,POINT (-80.78414 28.62214)
143,-80.78267,28.62062,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Sand,,1,"Rock, Vegetation",99,2,Water,0,0,,,,3,0.2,No,No,POINT (-80.78267 28.62062)
144,-80.78162,28.61924,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,1,Public,"Rock, Vegetation","527, 504, 532, 530",2,"Rock, Vegetation",111,4,Sand,0,1,Water,,,5,0.29,No,No,POINT (-80.78162 28.61924)
145,-80.77934,28.61806,Merritt Island,Transect,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand",533,2,Rock,0,5,Water,0,0,,,,5,0.36,No,No,POINT (-80.77934 28.61806)
146,-80.77768,28.61632,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77768 28.61632)
147,-80.776056,28.617235,Merritt Island,Transition,No Structure,,Mosquito Impoundment,1,Public,"Vegetation, Sand","527, 529, 107, 231",8,Sand,0,8,Water,0,0,,,,16,0.068,No,No,POINT (-80.776056 28.617235)
148,-80.7747,28.61463,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.7747 28.61463)
149,-80.77236,28.61212,Merritt Island,Transition,Hard Slope,,Mosquito Impoundment,1,Public,"Vegetation, Rock, Sand","524, 210, 529, 107, 510",6,Rock,0,4,Water,0,0,,,,11,0.088,No,No,POINT (-80.77236 28.61212)
150,-80.75134,28.74023,Merritt Island,Transect,Hard Slope,Rubble,Park,1,Public,Vegetation,103,1,Sand,0,2,"Rock, Vegetation",111,1,Water,,,3,0.294,No,Yes,POINT (-80.75134 28.74023)
151,-80.75232,28.73991,Merritt Island,Transect,Hard Slope,Rubble,Park,2,Public,Vegetation,"101, 133, 534",1,"Rock, Vegetation",111,2,Sand,0,2,Water,,,4,0.18,No,Yes,POINT (-80.75232 28.73991)
152,-80.75312,28.74084,Merritt Island,Transect,Hard Slope,Rubble,Park,2,Public,Vegetation,"101, 123",1,"Rock, Vegetation",111,2,Rock,0,2,Water,,,4,0.145,No,Yes,POINT (-80.75312 28.74084)
153,-80.7533,28.74106,Merritt Island,Outfall,Hard Slope,Concrete,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.7533 28.74106)
154,-80.75493,28.74288,Merritt Island,Transect,Hard Slope,,Mosquito Impoundment,1,Public,Vegetation,"101, 529",2,Sand,0,3,"Rock, Sand",0,4,Water,,,7,0.124,No,Yes,POINT (-80.75493 28.74288)
155,-80.75657,28.7447,Merritt Island,Transect,Hard Slope,Rubble,Park,1,Public,Vegetation,"101, 99, 123",1,"Sand, Rock",0,6,Vegetation,546,2,Water,,,8,0.093,,,POINT (-80.75657 28.7447)
156,-80.75871,28.74739,Merritt Island,Transition,Saltmarsh,,Park,2,Public,Vegetation,"505, 231, 123",3,Sand,0,6,Water,0,0,,,,9,0.093,No,Yes,POINT (-80.75871 28.74739)
157,-80.76057,28.74922,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"123, 531",2,Sand,0,6,Vegetation,546,2,Water,,,8,0.1,No,Yes,POINT (-80.76057 28.74922)
158,-80.76204,28.75133,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"523, 123, 107",2,Vegetation,111,1,Sand,0,3,Vegetation,,2,6,0.077,No,Yes,POINT (-80.76204 28.75133)
159,-80.76383,28.7533,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"531, 111",8,Sand,0,4,Vegetation,546,3,Water,,,14,0.077,No,Yes,POINT (-80.76383 28.7533)
160,-80.76467,28.75578,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"111, 231, 510",3,Sand,0,3,Water,0,0,,,,6,0.112,No,Yes,POINT (-80.76467 28.75578)
161,-80.76404,28.755826,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"111, 107",1,Vegetation,0,3,Sand,0,4,Vegetation,546,1,9,0.114,No,Yes,POINT (-80.76404 28.755826)
162,-80.76442,28.75926,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"532, 108, 101",3,Sand,0,3,Vegetation,546,7,Water,,,13,0.32,No,Yes,POINT (-80.76442 28.75926)
163,-80.76226,28.7604,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"111, 531, 107",3,Sand,0,1,Vegetation,546,4,Water,,,8,0.083,No,Yes,POINT (-80.76226 28.7604)
164,-80.76665,28.76254,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,107,1,Sand,0,4,Vegetation,546,2,Water,,,6,0.13,No,Yes,POINT (-80.76665 28.76254)
165,-80.76799,28.76457,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"123, 107",2,"Vegetation, S",107,2,Vegetation,546,3,Water,,,5,0.265,No,Yes,POINT (-80.76799 28.76457)
166,-80.76959,28.76669,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"505, 107",2,Sand,0,4,Vegetation,546,1,Water,,,7,0.1,No,Yes,POINT (-80.76959 28.76669)
167,-80.7632,28.7568,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"518, 131",1,Vegetation,111,2,Sand,0,4,Vegetation,546,1,7,0.126,No,Yes,POINT (-80.7632 28.7568)
168,-80.76255,28.75657,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"123, 101",2,Sand,0,2,Vegetation,546,3,Water,,,5,0.197,No,Yes,POINT (-80.76255 28.75657)
169,-80.76028,28.754,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"123, 107, 133",1,Sand,0,8,Vegetation,546,3,Water,,,11,0.135,No,Yes,POINT (-80.76028 28.754)
170,-80.75831,28.75228,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"107, 133, 101",2,"Sand, Rock",0,4,Vegetation,546,2,Water,,,7,0.103,No,Yes,POINT (-80.75831 28.75228)
171,-80.75662,28.75018,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"101, 531",1,Sand,0,2,Vegetation,546,6,Water,,,8,0.248,No,Yes,POINT (-80.75662 28.75018)
172,-80.7533,28.74747,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,107,2,Vegetation,0,2,Sand,0,6,Water,,,8,0.118,No,Yes,POINT (-80.7533 28.74747)
173,-80.76616,28.75642,Merritt Island,Transition,No Structure,,Park,2,Public,Vegetation,"107, 123",3,Vegetation,111,2,Sand,0,3,Vegetation,546,1,6,0.093,No,Yes,POINT (-80.76616 28.75642)
174,-80.76677,28.75694,Merritt Island,Transition,Hard Slope,Concrete,Park,1,Public,Vegetation,"123, 527, 535",2,"Vegetation, R",111,3,Vegetation,546,2,Water,,,5,0.206,No,Yes,POINT (-80.76677 28.75694)
175,-80.767,28.75715,Merritt Island,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.767 28.75715)
176,-80.76714,28.75735,Merritt Island,Transition,No Structure,,Park,2,Public,Vegetation,133,1,Vegetation,0,4,Sand,0,1,Vegetation,546,1,6,0.1,No,Yes,POINT (-80.76714 28.75735)
177,-80.768864,28.759692,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"505, 523, 111",2,Vegetation,111,2,Sand,0,2,Vegetation,546,3,9,0.051,No,Yes,POINT (-80.768864 28.759692)
178,-80.77013,28.76183,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"123, 531, 536",2,Vegetation,111,4,Sand,0,4,Water,,,8,0.067,No,Yes,POINT (-80.77013 28.76183)
179,-80.77148,28.76405,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"231, 111",6,Sand,0,2,Vegetation,546,2,Water,,,10,0.185,No,Yes,POINT (-80.77148 28.76405)
180,-80.77271,28.76637,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 516, 231",3,Vegetation,111,5,Sand,0,4,Water,,,12,0.279,No,Yes,POINT (-80.77271 28.76637)
181,-80.77447,28.76875,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"231, 123, 529",2,Vegetation,111,3,Sand,0,6,Water,,,11,0.094,No,Yes,POINT (-80.77447 28.76875)
182,-80.77587,28.7711,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"111, 123, 231",3,Sand,0,6,Vegetation,546,4,Water,,,13,0.032,No,Yes,POINT (-80.77587 28.7711)
183,-80.77732,28.77329,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"518, 537, 101",1,Vegetation,111,6,Sand,0,3,Vegetation,546,3,12,0.038,No,Yes,POINT (-80.77732 28.77329)
184,-80.77969,28.7771,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,505,2,Vegetation,111,3,Sand,0,6,Vegetation,546,0.5,12,0.045,No,Yes,POINT (-80.77969 28.7771)
185,-80.78037,28.7783,Merritt Island,Outfall,No Structure,,Park,2,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78037 28.7783)
186,-80.78258,28.78216,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,1,Vegetation,0,5,Sand,0,6,Vegetation,546,0.5,11,0.047,No,Yes,POINT (-80.78258 28.78216)
187,-80.7844,28.78527,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,2,Vegetation,111,4,Sand,0,3,Water,,,8,0.083,No,Yes,POINT (-80.7844 28.78527)
188,-80.7865,28.78817,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"133, 101, 505",4,Vegetation,111,4,Sand,0,2,Water,,,11,0.198,No,Yes,POINT (-80.7865 28.78817)
189,-80.7872,28.788944,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,1,Vegetation,111,4,Sand,0,8,Water,,,12,0.034,No,Yes,POINT (-80.7872 28.788944)
190,-80.76587,28.75621,Merritt Island,Transition,Hard Slope,,Park,1,Public,Vegetation,"101, 123",1,Vegetation,111,3,Rock,0,2,Water,,,5,0.2,Yes,No,POINT (-80.76587 28.75621)
191,-80.78759,28.78993,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"101, 123, 505",2,Vegetation,111,4,Sand,0,2,Water,,,8,0.048,Yes,Yes,POINT (-80.78759 28.78993)
192,-80.78764,28.79013,Merritt Island,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,Yes,No,POINT (-80.78764 28.79013)
193,-80.78849,28.79133,Merritt Island,Outfall,Hard Slope,Coquina,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78849 28.79133)
194,-80.78938,28.79321,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,1,Vegetation,0,8,"Vegetation, S",0,7,Sand,,5,20,0.1,No,Yes,POINT (-80.78938 28.79321)
195,-80.79083,28.79521,Merritt Island,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,No,Yes,POINT (-80.79083 28.79521)
196,-80.7917,28.79606,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"133, 101, 123",1,Vegetation,0,5,Sand,0,4,Vegetation,546,3,12,0.061,No,Yes,POINT (-80.7917 28.79606)
197,-80.79341,28.79908,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 101, 123",1,Vegetation,0,4,Sand,0,4,Vegetation,546,2,11,0.077,No,Yes,POINT (-80.79341 28.79908)
198,-80.79508,28.8021,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 101, 123",3,Vegetation,111,3,"Sand, Vegetation",546,3,Water,,,6,0.075,No,Yes,POINT (-80.79508 28.8021)
199,-80.79684,28.80476,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,133,1,Vegetation,0,3,Sand,0,6,Vegetation,546,1.5,11,0.106,No,Yes,POINT (-80.79684 28.80476)
200,-80.797,28.80486,Merritt Island,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.797 28.80486)
201,-80.79906,28.80782,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,1,Vegetation,0,8,Sand,0,6,Vegetation,546,2,16,0.056,No,Yes,POINT (-80.79906 28.80782)
202,-80.80125,28.81089,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,133,2,Vegetation,0,3,Sand,0,5,Vegetation,546,1,9,0.083,No,Yes,POINT (-80.80125 28.81089)
203,-80.80289,28.81334,Merritt Island,Transect,No Structure,,Park,3,Public,Mudflat,,5,Vegetation,0,2,Mudflat,0,8,Water,,,15,0.05,No,Yes,POINT (-80.80289 28.81334)
204,-80.80507,28.81619,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"220, 123",4,Vegetation,0,6,Vegetation,0,2,Sand,,4,12,0.083,No,Yes,POINT (-80.80507 28.81619)
205,-80.80679,28.81922,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"101, 123, 531, 231",4,Sand,0,3,Vegetation,546,1,,,,8,0.123,No,Yes,POINT (-80.80679 28.81922)
206,-80.80865,28.82211,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"515, 518, 529, 250",2,Vegetation,0,26,Vegetation,0,3,Sand,,2,33,0.094,No,Yes,POINT (-80.80865 28.82211)
207,-80.81213,28.82712,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"101, 529 , 531",7,Sand,0,6,Water,0,0,,,,6,0.066,Yes,Yes,POINT (-80.81213 28.82712)
208,-80.81438,28.8298,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"101, 531",2,Vegetation,111,3,"Sand, Rock",0,3,Water,,,6,0.0,No,Yes,POINT (-80.81438 28.8298)
209,-80.78659996,28.63009466,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 111, 231, 108, 107",3,Sand,0,2,Water,0,0,,,,5,0.15,No,No,POINT (-80.78659996 28.63009466)
210,-80.78593729,28.63295532,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,111,1,Vegetation,0,2,Vegetation,0,1,Water,,,4,0.15,No,No,POINT (-80.78593729 28.63295532)
211,-80.78539439,28.63585705,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,111,1,Vegetation,0,3,Water,0,0,,,,4,0.2,No,No,POINT (-80.78539439 28.63585705)
212,-80.78505593,28.63774382,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"111, 123, 133, 107",4,Water,0,0,,0,0,,,,4,0.2,No,No,POINT (-80.78505593 28.63774382)
213,-80.7848971,28.63794741,Merritt Island,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.7848971 28.63794741)
214,-80.78555667,28.63858603,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"133, 101",2,Vegetation,0,2,Water,0,0,,,,2,0.2,No,Yes,POINT (-80.78555667 28.63858603)
215,-80.78562959,28.64076843,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78562959 28.64076843)
216,-80.7859585,28.64224884,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,"Vegetation, Sand",107,3,Vegetation,0,1,Water,0,0,,,,1,0.12,No,Yes,POINT (-80.7859585 28.64224884)
217,-80.78639025,28.64350319,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78639025 28.64350319)
218,-80.78624709,28.64384743,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,2,Public,"Vegetation, Sand",107,3,Rock,0,1,Water,0,0,,,,1,0.16,No,No,POINT (-80.78624709 28.64384743)
219,-80.78598071,28.64514596,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78598071 28.64514596)
220,-80.78603108,28.64520212,Merritt Island,Transition,No Structure,,Mosquito Impoundment,1,Public,"Vegetation, Sand",107,3,Vegetation,111,1,Water,0,0,,,,1,0.16,No,Yes,POINT (-80.78603108 28.64520212)
221,-80.78603184,28.64525341,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,"Vegetation, Sand","231, 107",2,Sand,0,1,Water,0,0,,,,3,0.12,No,Yes,POINT (-80.78603184 28.64525341)
222,-80.78606914,28.64827467,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"111, 524, 527",2,"Vegetation, S",0,7,Sand,0,2,Water,,,11,0.08,No,Yes,POINT (-80.78606914 28.64827467)
223,-80.78641472,28.64914413,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 107, 512",5,Sand,0,1,Water,0,0,,,,1,0.1,No,Yes,POINT (-80.78641472 28.64914413)
224,-80.7895571,28.65007795,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"133, 101, 512",2,Sand,0,4,Water,0,0,,,,4,0.13,No,Yes,POINT (-80.7895571 28.65007795)
225,-80.79301874,28.6502295,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 101",4,"Vegetation, S",0,3,Sand,0,2,Water,,,5,0.18,No,Yes,POINT (-80.79301874 28.6502295)
226,-80.7955246,28.65029018,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,"133, 101",4,"Vegetation, S",0,2,Sand,0,3,Water,,,5,0.16,No,Yes,POINT (-80.7955246 28.65029018)
227,-80.78369773,28.63781783,Merritt Island,Other,,,,0,,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.78369773 28.63781783)
228,-80.78504847,28.68987196,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"111, 231, 510, 108",4,Water,0,0,,0,0,,,,4,0.2,No,No,POINT (-80.78504847 28.68987196)
229,-80.78175916,28.69103,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"505, 231, 510",2,Vegetation,0,1,Water,0,0,,,,3,0.2,No,No,POINT (-80.78175916 28.69103)
230,-80.77980811,28.69053204,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77980811 28.69053204)
231,-80.77875836,28.69107954,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"505, 108",2,Vegetation,0,1,Water,0,0,,,,3,0.2,No,No,POINT (-80.77875836 28.69107954)
232,-80.77564926,28.69158547,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"505, 231, 510",2,Vegetation,0,6,Water,0,0,,,,8,0.15,No,No,POINT (-80.77564926 28.69158547)
233,-80.77526319,28.69023825,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77526319 28.69023825)
234,-80.77366266,28.69148254,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"505, 231, 510",2,Vegetation,0,2,Water,0,0,,,,4,0.15,No,Yes,POINT (-80.77366266 28.69148254)
235,-80.77386031,28.68976157,Merritt Island,Outfall,Hard Slope,Granite,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77386031 28.68976157)
236,-80.77369753,28.68931691,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 99, 527",2,Vegetation,0,2,Water,0,0,,,,2,0.15,No,Yes,POINT (-80.77369753 28.68931691)
237,-80.77364263,28.68906177,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77364263 28.68906177)
238,-80.77318657,28.68864217,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231",5,Vegetation,0,3,Water,0,0,,,,8,0.08,No,Yes,POINT (-80.77318657 28.68864217)
239,-80.7715557,28.69058174,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231, 510",5,Vegetation,0,5,Water,0,0,,,,10,0.06,No,Yes,POINT (-80.7715557 28.69058174)
240,-80.76871022,28.69195704,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231, 510",5,Vegetation,0,3,Water,0,0,,,,8,0.08,No,Yes,POINT (-80.76871022 28.69195704)
241,-80.76553917,28.69276782,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231, 510",5,Vegetation,0,5,Water,0,0,,,,10,0.08,No,Yes,POINT (-80.76553917 28.69276782)
242,-80.76232069,28.69391707,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231, 510",6,Vegetation,0,3,Water,0,0,,,,9,0.06,No,Yes,POINT (-80.76232069 28.69391707)
243,-80.76111806,28.69443331,Merritt Island,Transect,Saltmarsh,,Park,2,Public,Vegetation,"111, 231, 510",5,Vegetation,0,5,Water,0,0,,,,10,0.09,No,Yes,POINT (-80.76111806 28.69443331)
244,-80.76112476,28.69454194,Merritt Island,Outfall,Saltmarsh,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76112476 28.69454194)
245,-80.75980729,28.69462551,Merritt Island,Transition,Hard Slope,Granite,Mosquito Impoundment,2,Public,Vegetation,"99, 527, 528",3,"Rock, Vegetation",111,2,Water,0,0,,,,2,0.18,No,Yes,POINT (-80.75980729 28.69462551)
