Name,X,Y,City,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,V_Type1,Hab_W1,Adj_H2,V_Type2,Hab_W2,Adj_H3,V_Type3,Hab_W3,Adj_H4,V_Type4,Hab_W4,IT_Width,Rest_Opp,Slope,Comments,3_m_depth,5_m_depth,0yster_Pre,Seagrass_P,geometry
AC30,-80.72924327,28.70345794,Merritt Island,OF,"MI, HS",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,single round large,0.0,0,,,POINT (-80.72924327 28.70345794)
AC31,-80.72977787,28.70169589,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 527",2,R,,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.72977787 28.70169589)
AC32,-80.72998314,28.7027148,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 527",2,R,,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.72998314 28.7027148)
AC33,-80.73080415,28.70557202,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 527",2,R,,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.73080415 28.70557202)
AC34,-80.7347599,28.70499224,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,"R, V",111,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.7347599 28.70499224)
AC35,-80.73603119,28.70320053,Merritt Island,OF,"MI, HS",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,single round large,0.0,0,,,POINT (-80.73603119 28.70320053)
AC36,-80.73774252,28.70252394,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,R,,3,W,0,0.0,,,,3.0,N,0.3,,20.0,20,N,N,POINT (-80.73774252 28.70252394)
AC37,-80.73828894,28.70230869,Merritt Island,OF,"MI, HS",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,2 round large,0.0,0,,,POINT (-80.73828894 28.70230869)
AC38,-80.7412568,28.7026438,Merritt Island,TS,"NS, MI",,P,2,PUB,"V, S","528, 123",2,V,111,3,W,0,0.0,,,,3.0,N,0.3,,20.0,20,N,N,POINT (-80.7412568 28.7026438)
AC39,-80.73940759,28.70502678,Merritt Island,TR,"NS, MI",,P,2,PUB,"V, S",528,2,S,,3,W,0,0.0,,,,3.0,N,0.3,,20.0,20,N,N,POINT (-80.73940759 28.70502678)
AC40,-80.73834669,28.70615548,Merritt Island,TS,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,"R, V",111,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.73834669 28.70615548)
AC41,-80.74162234,28.70569423,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,"R, V",111,2,W,0,0.0,,,,2.0,N,0.3,small island in front of impoundment,20.0,20,N,N,POINT (-80.74162234 28.70569423)
AC42,-80.74444897,28.70442638,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,R,,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.74444897 28.70442638)
AC43,-80.74772579,28.70388206,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S","528, 123",2,R,,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.74772579 28.70388206)
AC44,-80.75106799,28.70408474,Merritt Island,TS,"NS, MI",,P,1,PUB,V,"528, 123, 505, 516",2,V,111,3,W,0,0.0,,,,5.0,N,0.3,,20.0,20,N,N,POINT (-80.75106799 28.70408474)
AC45,-80.75342515,28.70466133,Merritt Island,TS,"HS, MI",O-Granite,P,1,PUB,"V, S","528, 123",2,"R, V",111,2,W,0,0.0,,,,2.0,N,0.3,,20.0,20,N,N,POINT (-80.75342515 28.70466133)
AD1,-80.78706,28.62769,Merritt Island,TR,"NS, MI",,P,3,PUB,"V, S","531, 107",7,S,,8,W,0,0.0,,,,8.0,N,0.085,thick drift algae,20.0,25,N,N,POINT (-80.78706 28.62769)
AD2,-80.78651,28.62739,Merritt Island,TS,"HS, MI",O-Granite,P,3,PUB,"V, R","123, 107, 108, 111, 233",3,S,,6,W,0,0.0,,,,9.0,N,0.098,thick drift algae,23.0,29,N,N,POINT (-80.78651 28.62739)
AD3,-80.78577,28.62506,Merritt Island,TR,"HS, MI","CQ, RB",P,1,PUB,"S, R",,6,W,,0,,0,0.0,,,,6.0,N,0.153,,21.0,22,N,N,POINT (-80.78577 28.62506)
AD4,-80.78503,28.62451,Merritt Island,OF,"HS, MI","CQ, RB",P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"large, round, metal culvert, water flowing",0.0,0,,,POINT (-80.78503 28.62451)
AD5,-80.78478,28.62371,Merritt Island,OF,"NS, MI",,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"Gator Creek, canal",0.0,0,,,POINT (-80.78478 28.62371)
AD6,-80.78414,28.62214,Merritt Island,TS,"NS, MI",,P,1,PUB,V,"111, 107",2,W,,0,,0,0.0,,,,2.0,N,0.01,borrow ditch behind narrow strip of mangrove marsh,0.0,0,N,N,POINT (-80.78414 28.62214)
AD7,-80.78267,28.62062,Merritt Island,TR,"NS, MI",,P,1,PUB,S,,1,"R, V",99,2,W,0,0.0,,,,3.0,N,0.2,some scattered RB,33.0,39,N,N,POINT (-80.78267 28.62062)
AD8,-80.78162,28.61924,Merritt Island,TS,"HS, MI",O-Granite,P,1,PUB,"R, V","527, 504, 532, 530",2,"R, V",111,4,S,0,1.0,W,,,5.0,N,0.29,,0.0,0,N,N,POINT (-80.78162 28.61924)
AD9,-80.77934,28.61806,Merritt Island,TR,"HS, MI",O-Granite,P,2,PUB,"V, S",533,2,R,,5,W,0,0.0,,,,5.0,N,0.36,,40.0,50,N,N,POINT (-80.77934 28.61806)
AD10,-80.77768,28.61632,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, large",0.0,0,,,POINT (-80.77768 28.61632)
AD11,-80.776056,28.617235,Merritt Island,TS,"NS, MI",,P,1,PUB,"V, S","527, 529, 107, 231",8,S,,8,W,0,0.0,,,,16.0,N,0.068,Mi nearly breached across,21.0,21,N,N,POINT (-80.776056 28.617235)
AD12,-80.7747,28.61463,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,canal in Mi,0.0,0,,,POINT (-80.7747 28.61463)
AD13,-80.77236,28.61212,Merritt Island,TS,"HS, MI",,P,1,PUB,"V, R, S","524, 210, 529, 107, 510",6,R,,4,W,0,0.0,,,,11.0,N,0.088,Mi full breach across dike,25.0,30,N,N,POINT (-80.77236 28.61212)
AE1,-80.75134,28.74023,Merritt Island,TR,HS,RB,P,1,PUB,V,103,1,S,,2,"R, V",111,1.0,W,,,3.0,N,0.294,,37.0,41,N,N,POINT (-80.75134 28.74023)
AE2,-80.75232,28.73991,Merritt Island,TR,HS,RB,P,2,PUB,V,"101, 133, 534",1,"R, V",111,2,S,0,2.0,W,,,4.0,N,0.18,,33.0,51,N,N,POINT (-80.75232 28.73991)
AE3,-80.75312,28.74084,Merritt Island,TR,HS,RB,P,2,PUB,V,"101, 123",1,"R, V",111,2,R,0,2.0,W,,,4.5,N,0.145,dock remnants,36.0,61,Y,N,POINT (-80.75312 28.74084)
AE4,-80.7533,28.74106,Merritt Island,OF,HS,CON,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"old outfall, large, round, concrete",0.0,0,,,POINT (-80.7533 28.74106)
AE5,-80.75493,28.74288,Merritt Island,TR,"HS, MI",,,1,PUB,V,"101, 529",2,S,,3,"R, S",0,4.0,W,,,7.0,N,0.124,,37.0,62,Y,N,POINT (-80.75493 28.74288)
AE6,-80.75657,28.7447,Merritt Island,TR,HS,RB,P,1,PUB,V,"101, 99, 123",1,"S, R",,6,V,546,2.0,W,,,8.0,N,0.093,,0.0,0,,,POINT (-80.75657 28.7447)
AE7,-80.75871,28.74739,Merritt Island,TS,SM,,P,2,PUB,V,"505, 231, 123",3,S,,6,W,0,0.0,,,,9.0,N,0.093,,18.0,29,Y,N,POINT (-80.75871 28.74739)
AE8,-80.76057,28.74922,Merritt Island,TR,NS,,P,2,PUB,V,"123, 531",2,S,,6,V,546,2.0,W,,,8.5,N,0.1,,20.0,25,Y,N,POINT (-80.76057 28.74922)
AE9,-80.76204,28.75133,Merritt Island,TR,NS,,P,2,PUB,V,"523, 123, 107",2,V,111,1,S,0,3.0,V,,2,6.0,N,0.077,,25.0,28,Y,N,POINT (-80.76204 28.75133)
AE10,-80.76383,28.7533,Merritt Island,TR,NS,,P,1,PUB,V,"531, 111",8,S,,4,V,546,3.0,W,,,14.5,N,0.077,,21.0,25,Y,N,POINT (-80.76383 28.7533)
AE11,-80.76467,28.75578,Merritt Island,TR,NS,,P,2,PUB,V,"111, 231, 510",3,S,,3,W,0,0.0,,,,6.0,N,0.112,spoil island,25.0,30,Y,N,POINT (-80.76467 28.75578)
AE12,-80.76404,28.755826,Merritt Island,TR,NS,,P,2,PUB,V,"111, 107",1,V,"107, 531",3,S,0,4.0,V,546,1,9.0,N,0.114,spoil island,27.0,36,Y,N,POINT (-80.76404 28.755826)
AE13,-80.76442,28.75926,Merritt Island,TR,NS,,P,1,PUB,V,"532, 108, 101",3,S,,3,V,546,7.0,W,,,13.0,N,0.32,spoil island,6.0,7,Y,N,POINT (-80.76442 28.75926)
AE14,-80.76226,28.7604,Merritt Island,TR,NS,,P,2,PUB,V,"111, 531, 107",3,S,,1,V,546,4.5,W,,,8.5,N,0.083,"spoil island, juvenile Horseshoe crabs in seagrass beds",14.0,16,Y,N,POINT (-80.76226 28.7604)
AE15,-80.76665,28.76254,Merritt Island,TR,NS,,P,3,PUB,V,107,1,S,,4,V,546,2.0,W,,,6.0,N,0.13,"spoil island, juvenile Horseshoe crabs in seagrass beds",20.0,20,Y,N,POINT (-80.76665 28.76254)
AE16,-80.76799,28.76457,Merritt Island,TR,NS,,P,2,PUB,V,"123, 107",2,"V, S",107,2,V,546,3.0,W,,,5.0,N,0.265,spoil island,20.0,20,Y,N,POINT (-80.76799 28.76457)
AE17,-80.76959,28.76669,Merritt Island,TR,NS,,P,1,PUB,V,"505, 107",2,S,,4,V,546,1.0,W,,,7.0,N,0.1,spoil island,10.0,10,Y,N,POINT (-80.76959 28.76669)
AE18,-80.7632,28.7568,Merritt Island,TR,NS,,P,1,PUB,V,"518, 131",1,V,111,2,S,0,4.0,V,546,1,7.0,N,0.126,spoil island,19.0,24,Y,N,POINT (-80.7632 28.7568)
AE19,-80.76255,28.75657,Merritt Island,TR,NS,,P,1,PUB,V,"123, 101",2,S,,2,V,546,3.0,W,,,5.0,N,0.197,spoil island,8.0,4,Y,N,POINT (-80.76255 28.75657)
AE20,-80.76028,28.754,Merritt Island,TR,NS,,P,1,PUB,V,"123, 107, 133",1,S,,8,V,546,3.0,W,,,11.0,N,0.135,spoil island,17.0,3,Y,N,POINT (-80.76028 28.754)
AE21,-80.75831,28.75228,Merritt Island,TR,NS,,P,1,PUB,V,"107, 133, 101",2,"S, R",,4,V,546,2.5,W,,,7.0,N,0.103,spoil island,1.0,4,Y,N,POINT (-80.75831 28.75228)
AE22,-80.75662,28.75018,Merritt Island,TR,NS,,P,1,PUB,V,"101, 531",1,S,,2,V,546,6.0,W,,,8.0,N,0.248,spoil island,8.0,9,Y,N,POINT (-80.75662 28.75018)
AE23,-80.7533,28.74747,Merritt Island,TR,NS,,P,1,PUB,V,107,2,V,"111, 123, 107",2,S,0,6.0,W,,,8.0,N,0.118,"spoil island, juvenile Horseshoe crabs in seagrass beds",6.0,4,Y,N,POINT (-80.7533 28.74747)
AF1,-80.76616,28.75642,Merritt Island,TS,NS,,P,2,PUB,V,"107, 123",3,V,111,2,S,0,3.0,V,546,1,6.0,N,0.093,,53.0,0,Y,N,POINT (-80.76616 28.75642)
AF2,-80.76677,28.75694,Merritt Island,TS,HS,CON,P,1,PUB,V,"123, 527, 535",2,"V, R",111,3,V,546,2.0,W,,,5.0,N,0.206,,53.0,0,Y,N,POINT (-80.76677 28.75694)
AF3,-80.767,28.75715,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,canal,0.0,0,,,POINT (-80.767 28.75715)
AF4,-80.76714,28.75735,Merritt Island,TS,NS,,P,2,PUB,V,133,1,V,"111, 123",4,S,0,1.0,V,546,1,5.5,N,0.1,,13.0,20,Y,N,POINT (-80.76714 28.75735)
AF5,-80.768864,28.759692,Merritt Island,TR,NS,,P,2,PUB,V,"505, 523, 111",2,V,111,2,S,0,2.0,V,546,3,9.0,N,0.051,,20.0,22,Y,N,POINT (-80.768864 28.759692)
AF6,-80.77013,28.76183,Merritt Island,TR,NS,,P,2,PUB,V,"123, 531, 536",2,V,111,4,S,0,4.0,W,,,8.5,N,0.067,,26.0,24,Y,N,POINT (-80.77013 28.76183)
AF7,-80.77148,28.76405,Merritt Island,TR,NS,,P,2,PUB,V,"231, 111",6,S,,2,V,546,2.0,W,,,9.5,N,0.185,,17.0,22,Y,N,POINT (-80.77148 28.76405)
AF8,-80.77271,28.76637,Merritt Island,TR,NS,,P,1,PUB,V,"133, 516, 231",3,V,111,5,S,0,4.0,W,,,12.0,N,0.279,,13.5,18,Y,N,POINT (-80.77271 28.76637)
AF9,-80.77447,28.76875,Merritt Island,TR,NS,,P,2,PUB,V,"231, 123, 529",2,V,111,3,S,0,6.0,W,,,11.0,N,0.094,,14.0,19,Y,N,POINT (-80.77447 28.76875)
AF10,-80.77587,28.7711,Merritt Island,TR,NS,,P,2,PUB,V,"111, 123, 231",3,S,,6,V,546,4.0,W,,,13.0,N,0.032,,18.0,24,Y,N,POINT (-80.77587 28.7711)
AF11,-80.77732,28.77329,Merritt Island,TR,NS,,P,2,PUB,V,"518, 537, 101",1,V,111,6,S,0,3.0,V,546,3,12.5,N,0.038,,18.0,22,Y,N,POINT (-80.77732 28.77329)
AF12,-80.77969,28.7771,Merritt Island,TR,NS,,P,2,PUB,V,505,2,V,111,3,S,0,6.5,V,546,0.5,12.0,N,0.045,,17.0,18,Y,N,POINT (-80.77969 28.7771)
AF13,-80.78037,28.7783,Merritt Island,OF,NS,,P,2,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"canal, small",0.0,0,,,POINT (-80.78037 28.7783)
AF14,-80.78258,28.78216,Merritt Island,TR,NS,,P,2,PUB,V,133,1,V,"111, 505",5,S,0,5.5,V,546,0.5,11.0,N,0.047,,12.0,14,Y,N,POINT (-80.78258 28.78216)
AF15,-80.7844,28.78527,Merritt Island,TR,NS,,P,2,PUB,V,133,2,V,111,4,S,0,3.0,W,,,7.5,N,0.083,,20.0,20,Y,N,POINT (-80.7844 28.78527)
AF16,-80.7865,28.78817,Merritt Island,TR,NS,,P,2,PUB,V,"133, 101, 505",4,V,111,4,S,0,2.0,W,,,11.0,N,0.198,,13.0,18,Y,N,POINT (-80.7865 28.78817)
AF17,-80.7872,28.788944,Merritt Island,TR,NS,,P,2,PUB,V,133,1,V,111,4,S,0,8.0,W,,,12.0,N,0.034,,16.0,25,Y,N,POINT (-80.7872 28.788944)
AF18,-80.76587,28.75621,Merritt Island,TS,HS,,P,1,PUB,V,"101, 123",1,V,111,3,R,0,2.0,W,,,5.0,N,0.2,,0.0,0,N,Y,POINT (-80.76587 28.75621)
AG1,-80.78759,28.78993,Merritt Island,TR,NS,,P,2,PUB,V,"101, 123, 505",2,V,111,4,S,0,2.0,W,,,8.0,N,0.048,,0.0,0,N,N,POINT (-80.78759 28.78993)
AG2,-80.78764,28.79013,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,canal,0.0,0,N,Y,POINT (-80.78764 28.79013)
AG3,-80.78849,28.79133,Merritt Island,OF,HS,CQ,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, large round, with water, coquina wall built around",0.0,0,,,POINT (-80.78849 28.79133)
AG4,-80.78938,28.79321,Merritt Island,TR,NS,,P,2,PUB,V,133,1,V,"107, 111, 123",8,"V, S",0,7.0,S,,5,20.0,N,0.1,,19.0,22,N,Y,POINT (-80.78938 28.79321)
AG5,-80.79083,28.79521,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, large",0.0,0,N,Y,POINT (-80.79083 28.79521)
AG6,-80.7917,28.79606,Merritt Island,TR,NS,,P,2,PUB,V,"133, 101, 123",1,V,"111, 505",5,S,0,4.0,V,546,3,12.0,N,0.061,,17.0,22,N,Y,POINT (-80.7917 28.79606)
AG7,-80.79341,28.79908,Merritt Island,TR,NS,,P,1,PUB,V,"133, 101, 123",1,V,"111, 505, 523",4,S,0,4.5,V,546,2,11.0,N,0.077,,14.0,19,N,Y,POINT (-80.79341 28.79908)
AG8,-80.79508,28.8021,Merritt Island,TR,NS,,P,1,PUB,V,"133, 101, 123",3,V,111,3,"S, V",546,3.0,W,,,6.0,N,0.075,,11.0,20,N,Y,POINT (-80.79508 28.8021)
AG9,-80.79684,28.80476,Merritt Island,TR,NS,,P,1,PUB,V,133,1,V,"111, 123",3,S,0,6.5,V,546,1.5,11.0,N,0.106,geodata survey marker,11.0,15,N,Y,POINT (-80.79684 28.80476)
AG10,-80.797,28.80486,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, small",0.0,0,,,POINT (-80.797 28.80486)
AG11,-80.79906,28.80782,Merritt Island,TR,NS,,P,2,PUB,V,133,1,V,"111, 231, 123",8,S,0,6.0,V,546,2,16.0,N,0.056,,15.0,23,N,Y,POINT (-80.79906 28.80782)
AG12,-80.80125,28.81089,Merritt Island,TR,NS,,P,2,PUB,V,133,2,V,"111, 231, 107",3,S,0,5.0,V,546,1,9.0,N,0.083,,16.0,26,N,Y,POINT (-80.80125 28.81089)
AG13,-80.80289,28.81334,Merritt Island,TR,NS,,P,3,PUB,MF,,5,V,"111, 231",2,MF,0,8.0,W,,,15.0,N,0.05,pigs rooting in mud,15.0,20,N,Y,POINT (-80.80289 28.81334)
AG14,-80.80507,28.81619,Merritt Island,TR,NS,,P,2,PUB,V,"220, 123",4,V,"231, 123, 531, 111",6,V,0,2.0,S,,4,11.5,N,0.083,,18.0,22,N,Y,POINT (-80.80507 28.81619)
AG15,-80.80679,28.81922,Merritt Island,TR,NS,,P,2,PUB,V,"101, 123, 531, 231",4,S,,3,V,546,1.0,,,,8.0,N,0.123,,13.0,15,N,Y,POINT (-80.80679 28.81922)
AG16,-80.80865,28.82211,Merritt Island,TR,NS,,P,2,PUB,V,"515, 518, 529, 250",2,V,"529, 231, 510, 107, 233",26,V,0,3.0,S,,2,33.0,N,0.094,,11.0,14,N,Y,POINT (-80.80865 28.82211)
AG17,-80.81213,28.82712,Merritt Island,TR,NS,,P,2,PUB,V,"101, 529 , 531",7,S,,6,W,0,0.0,,,,6.0,N,0.066,shell midden- pottery and large oyster shells,19.0,24,Y,Y,POINT (-80.81213 28.82712)
AG18,-80.81438,28.8298,Merritt Island,TR,NS,,P,2,PUB,V,"101, 531",2,V,111,3,"S, R",0,3.0,W,,,6.0,N,0.0,some scattered RB,11.0,13,N,Y,POINT (-80.81438 28.8298)
AH1,-80.78659996,28.63009466,Merritt Island,TR,NS,,P,1,PUB,V,"133, 111, 231, 108, 107",3,S,,2,W,0,0.0,,,,5.0,N,0.15,dike with ditch behind,30.0,40,N,N,POINT (-80.78659996 28.63009466)
AH2,-80.78593729,28.63295532,Merritt Island,TR,NS,,P,1,PUB,V,111,1,V,"133, 99",2,V,0,1.0,W,,,4.0,N,0.15,dike with ditch behind,20.0,30,N,N,POINT (-80.78593729 28.63295532)
AH3,-80.78539439,28.63585705,Merritt Island,TR,NS,,P,1,PUB,V,111,1,V,"133, 108",3,W,0,0.0,,,,4.0,N,0.2,dike with ditch behind,20.0,20,N,N,POINT (-80.78539439 28.63585705)
AH4,-80.78505593,28.63774382,Merritt Island,TR,NS,,P,1,PUB,V,"111, 123, 133, 107",4,W,,0,,0,0.0,,,,4.0,N,0.2,dike with ditch behind,20.0,23,N,N,POINT (-80.78505593 28.63774382)
AH5,-80.7848971,28.63794741,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, round metal large",0.0,0,,,POINT (-80.7848971 28.63794741)
AH6,-80.78555667,28.63858603,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"133, 101",2,V,"111, 133",2,W,0,0.0,,,,2.0,N,0.2,,10.0,13,N,Y,POINT (-80.78555667 28.63858603)
AH7,-80.78562959,28.64076843,Merritt Island,OF,"NS, MI",,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, round metal large",0.0,0,,,POINT (-80.78562959 28.64076843)
AH8,-80.7859585,28.64224884,Merritt Island,TR,"NS, MI",,P,1,PUB,"V, S",107,3,V,"123, 538",1,W,0,0.0,,,,1.0,N,0.12,,10.0,12,N,Y,POINT (-80.7859585 28.64224884)
AH9,-80.78639025,28.64350319,Merritt Island,OF,"NS, MI",,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, round metal large",0.0,0,,,POINT (-80.78639025 28.64350319)
AH10,-80.78624709,28.64384743,Merritt Island,TS,"HS, MI",O-Granite,P,2,PUB,"V, S",107,3,R,,1,W,0,0.0,,,,1.0,N,0.16,storm breach,17.0,23,N,N,POINT (-80.78624709 28.64384743)
AH11,-80.78598071,28.64514596,Merritt Island,OF,"HS, MI",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"2 culverts, medium, metal round",0.0,0,,,POINT (-80.78598071 28.64514596)
AH12,-80.78603108,28.64520212,Merritt Island,TS,"NS, MI",,P,1,PUB,"V, S",107,3,V,111,1,W,0,0.0,,,,1.0,N,0.16,storm breach,11.0,15,N,Y,POINT (-80.78603108 28.64520212)
AH13,-80.78603184,28.64525341,Merritt Island,TR,"NS, MI",,P,2,PUB,"V, S","231, 107",2,S,,1,W,0,0.0,,,,3.0,N,0.12,storm breach,10.0,13,N,Y,POINT (-80.78603184 28.64525341)
AH14,-80.78606914,28.64827467,Merritt Island,TR,NS,,P,2,PUB,V,"111, 524, 527",2,"V, S","111, 524",7,S,0,2.0,W,,,11.0,N,0.08,potential hermit crab neating,20.0,23,N,Y,POINT (-80.78606914 28.64827467)
AH15,-80.78641472,28.64914413,Merritt Island,TR,NS,,P,1,PUB,V,"133, 107, 512",5,S,,1,W,0,0.0,,,,1.0,N,0.1,,21.0,23,N,Y,POINT (-80.78641472 28.64914413)
AH16,-80.7895571,28.65007795,Merritt Island,TR,NS,,P,2,PUB,V,"133, 101, 512",2,S,,4,W,0,0.0,,,,4.0,N,0.13,,22.0,24,N,Y,POINT (-80.7895571 28.65007795)
AH17,-80.79301874,28.6502295,Merritt Island,TR,NS,,P,1,PUB,V,"133, 101",4,"V, S","250, 107, 123",3,S,0,2.0,W,,,5.0,N,0.18,"geo marker, no. 1 1982, mating pair of Horseshoe crabs",20.0,20,N,Y,POINT (-80.79301874 28.6502295)
AH18,-80.7955246,28.65029018,Merritt Island,TR,NS,,P,1,PUB,V,"133, 101",4,"V, S","101, 107",2,S,0,3.0,W,,,5.0,N,0.16,Horseshoe crabs mating,20.0,20,N,Y,POINT (-80.7955246 28.65029018)
AH19,-80.78369773,28.63781783,Merritt Island,O,,,,0,,,,0,,,0,,0,0.0,,,,0.0,,0.0,"opening to small cove, dike continues throught cove",0.0,0,,,POINT (-80.78369773 28.63781783)
AI1,-80.78504847,28.68987196,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"111, 231, 510, 108",4,W,,0,,0,0.0,,,,4.0,N,0.2,ditch behind,22.0,23,N,N,POINT (-80.78504847 28.68987196)
AI2,-80.78175916,28.69103,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"505, 231, 510",2,V,"111, 231, 510",1,W,0,0.0,,,,3.0,N,0.2,ditch behind,15.0,16,N,N,POINT (-80.78175916 28.69103)
AI3,-80.77980811,28.69053204,Merritt Island,OF,"HS, MI",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, round metal large",0.0,0,,,POINT (-80.77980811 28.69053204)
AI4,-80.77875836,28.69107954,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"505, 108",2,V,"111, 108, 510",1,W,0,0.0,,,,3.0,N,0.2,ditch behind,15.0,18,N,N,POINT (-80.77875836 28.69107954)
AI5,-80.77564926,28.69158547,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"505, 231, 510",2,V,"231, 510",6,W,0,0.0,,,,8.0,N,0.15,ditch behind,12.0,22,N,N,POINT (-80.77564926 28.69158547)
AI6,-80.77526319,28.69023825,Merritt Island,OF,"HS, MI",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"culvert, round metal large",0.0,0,,,POINT (-80.77526319 28.69023825)
AI7,-80.77366266,28.69148254,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"505, 231, 510",2,V,"231, 510, 111",2,W,0,0.0,,,,4.0,N,0.15,ditch in front and behind,10.0,15,N,Y,POINT (-80.77366266 28.69148254)
AI8,-80.77386031,28.68976157,Merritt Island,OF,"HS, MI",O-Granite,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"2 culvert, round metal large",0.0,0,,,POINT (-80.77386031 28.68976157)
AI9,-80.77369753,28.68931691,Merritt Island,TR,"NS, MI",,P,1,PUB,V,"101, 99, 527",2,V,"231, 510, 111",2,W,0,0.0,,,,2.0,N,0.15,ditch in front and behind,17.0,19,N,Y,POINT (-80.77369753 28.68931691)
AI10,-80.77364263,28.68906177,Merritt Island,OF,"NS, MI",,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,canal near cruick shank trail on wildlife drive,0.0,0,,,POINT (-80.77364263 28.68906177)
AI11,-80.77318657,28.68864217,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231",5,V,"111, 231, 510",3,W,0,0.0,,,,8.0,N,0.08,,10.0,12,N,Y,POINT (-80.77318657 28.68864217)
AI12,-80.7715557,28.69058174,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231, 510",5,V,"111, 231, 510",5,W,0,0.0,,,,10.0,N,0.06,,10.0,10,N,Y,POINT (-80.7715557 28.69058174)
AI13,-80.76871022,28.69195704,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231, 510",5,V,"111, 231, 510",3,W,0,0.0,,,,8.0,N,0.08,,10.0,15,N,Y,POINT (-80.76871022 28.69195704)
AI14,-80.76553917,28.69276782,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231, 510",5,V,"111, 231, 510",5,W,0,0.0,,,,10.0,N,0.08,,10.0,15,N,Y,POINT (-80.76553917 28.69276782)
AI15,-80.76232069,28.69391707,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231, 510",6,V,"111, 231, 510",3,W,0,0.0,,,,9.0,N,0.06,,17.0,17,N,Y,POINT (-80.76232069 28.69391707)
AI16,-80.76111806,28.69443331,Merritt Island,TR,"NS, SM",,P,2,PUB,V,"111, 231, 510",5,V,"111, 231, 510",5,W,0,0.0,,,,10.0,N,0.09,small mangrove island in front,20.0,22,N,Y,POINT (-80.76111806 28.69443331)
